Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,22.503332,22.503332,22.503332,22.503332,18.333241,0
2017-01-03,22.503332,22.503332,22.503332,22.503332,18.333241,0
2017-01-04,22.628332,22.628332,22.415001,22.415001,18.261282,10800
2017-01-05,22.226665,22.226665,22.226665,22.226665,18.107843,4200
2017-01-06,22.343332,22.343332,22.343332,22.343332,18.202894,600
2017-01-09,22.343332,22.343332,22.343332,22.343332,18.202894,0
2017-01-10,22.343332,22.343332,22.343332,22.343332,18.202894,0
2017-01-11,21.663334,21.663334,21.663334,21.663334,17.648911,3600
2017-01-12,21.698334,21.698334,21.698334,21.698334,17.677416,3000
2017-01-13,21.698334,21.698334,21.698334,21.698334,17.677416,0
2017-01-16,21.698334,21.698334,21.698334,21.698334,17.677416,0
2017-01-17,22.070000,22.116667,22.070000,22.116667,18.018236,5400
2017-01-18,22.116667,22.116667,22.116667,22.116667,18.018236,0
2017-01-19,21.933332,21.933332,21.933332,21.933332,17.868870,126600
2017-01-20,21.933332,21.933332,21.933332,21.933332,17.868870,0
2017-01-23,21.933332,21.933332,21.933332,21.933332,17.868870,0
2017-01-24,21.933332,21.933332,21.933332,21.933332,17.868870,0
2017-01-26,22.163334,22.163334,22.163334,22.163334,18.056250,600
2017-01-27,22.163334,22.163334,22.163334,22.163334,18.056250,0
2017-01-30,22.163334,22.163334,22.163334,22.163334,18.056250,0
2017-01-31,21.758333,21.758333,21.758333,21.758333,17.726297,1200
2017-02-01,21.608334,21.608334,21.608334,21.608334,17.604097,600
2017-02-02,21.608334,21.608334,21.608334,21.608334,17.604097,0
2017-02-03,21.725000,21.725000,21.693333,21.693333,17.673342,9000
2017-02-06,21.693333,21.693333,21.693333,21.693333,17.673342,0
2017-02-07,21.651667,21.651667,21.651667,21.651667,17.639404,1800
2017-02-08,21.651667,21.651667,21.651667,21.651667,17.639404,0
2017-02-09,21.436666,21.436666,21.436666,21.436666,17.464247,1800
2017-02-10,21.291666,21.291666,21.291666,21.291666,17.346111,35400
2017-02-13,21.291666,21.291666,21.291666,21.291666,17.346111,0
2017-02-14,20.841665,20.841665,20.841665,20.841665,16.979500,7800
2017-02-15,20.841665,20.841665,20.841665,20.841665,16.979500,0
2017-02-16,20.841665,20.841665,20.841665,20.841665,16.979500,0
2017-02-17,21.203333,21.203333,21.203333,21.203333,17.274145,1800
2017-02-20,21.203333,21.203333,21.203333,21.203333,17.274145,0
2017-02-21,21.203333,21.203333,21.203333,21.203333,17.274145,0
2017-02-22,21.203333,21.203333,21.203333,21.203333,17.274145,0
2017-02-23,21.451666,21.468332,21.148333,21.198334,17.270077,15000
2017-02-24,21.198334,21.198334,21.198334,21.198334,17.270077,0
2017-03-01,21.916666,21.916666,21.916666,21.916666,17.855291,73800
2017-03-02,21.916666,21.916666,21.916666,21.916666,17.855291,0
2017-03-03,22.200001,22.200001,21.926666,21.926666,17.863443,10200
2017-03-06,21.926666,21.926666,21.926666,21.926666,17.863443,0
2017-03-07,21.876665,21.876665,21.876665,21.876665,17.822702,1200
2017-03-08,21.876665,21.876665,21.876665,21.876665,17.822702,0
2017-03-09,21.876665,21.876665,21.876665,21.876665,17.822702,3000
2017-03-10,22.191666,22.191666,22.033333,22.033333,17.950336,9600
2017-03-13,22.033333,22.033333,22.033333,22.033333,18.108263,0
2017-03-14,22.129999,22.129999,22.129999,22.129999,18.187704,600
2017-03-15,22.129999,22.129999,22.129999,22.129999,18.187704,0
2017-03-16,21.768333,21.768333,21.768333,21.768333,17.890467,6000
2017-03-17,21.816666,21.816666,21.816666,21.816666,17.930191,600
2017-03-20,21.816666,21.816666,21.816666,21.816666,17.930191,0
2017-03-21,21.625000,21.836666,21.625000,21.836666,17.946630,37800
2017-03-22,21.836666,21.836666,21.836666,21.836666,17.946630,0
2017-03-23,22.025000,22.025000,22.025000,22.025000,18.101414,1200
2017-03-24,21.966665,21.966665,21.966665,21.966665,18.053473,6000
2017-03-27,21.966665,21.966665,21.966665,21.966665,18.053473,0
2017-03-28,22.160000,22.160000,22.160000,22.160000,18.212362,20400
2017-03-29,22.160000,22.160000,22.160000,22.160000,18.212362,0
2017-03-30,22.225000,22.225000,22.225000,22.225000,18.265783,19200
2017-03-31,21.838333,21.838333,21.838333,21.838333,17.947998,39600
2017-04-03,22.049999,22.066666,22.049999,22.066666,18.135658,14400
2017-04-04,22.025000,22.025000,22.025000,22.025000,18.101414,13800
2017-04-05,22.025000,22.025000,22.025000,22.025000,18.101414,0
2017-04-06,22.025000,22.025000,22.025000,22.025000,18.101414,0
2017-04-07,22.186666,22.186666,22.186666,22.186666,18.234282,3600
2017-04-10,22.186666,22.186666,22.186666,22.186666,18.234282,0
2017-04-11,22.371666,22.371666,22.371666,22.371666,18.386324,1800
2017-04-12,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-13,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-17,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-18,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-19,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-20,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-24,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-25,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-26,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-27,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-04-28,22.371666,22.371666,22.371666,22.371666,18.386324,0
2017-05-02,22.958332,22.958332,22.716665,22.716665,18.669865,64800
2017-05-03,22.716665,22.716665,22.716665,22.716665,18.669865,0
2017-05-04,22.716665,22.716665,22.716665,22.716665,18.669865,0
2017-05-05,22.716665,22.716665,22.716665,22.716665,18.669865,0
2017-05-08,22.716665,22.716665,22.716665,22.716665,18.669865,0
2017-05-09,22.716665,22.716665,22.716665,22.716665,18.669865,0
2017-05-10,22.958332,22.958332,22.953333,22.953333,18.864370,31800
2017-05-11,22.953333,22.953333,22.953333,22.953333,18.864370,0
2017-05-12,22.953333,22.953333,22.953333,22.953333,18.864370,0
2017-05-15,22.953333,22.953333,22.953333,22.953333,18.864370,0
2017-05-16,22.651667,22.651667,22.651667,22.651667,18.616446,30000
2017-05-17,22.651667,22.651667,22.651667,22.651667,18.616446,0
2017-05-18,22.651667,22.651667,22.651667,22.651667,18.616446,0
2017-05-19,22.651667,22.651667,22.651667,22.651667,18.616446,0
2017-05-22,22.651667,22.651667,22.651667,22.651667,18.616446,0
2017-05-23,22.651667,22.651667,22.651667,22.651667,18.616446,0
2017-05-24,24.365000,24.365000,24.365000,24.365000,20.024561,3000
2017-05-25,24.365000,24.365000,24.365000,24.365000,20.024561,0
2017-05-26,24.365000,24.365000,24.365000,24.365000,20.024561,0
2017-05-29,24.365000,24.365000,24.365000,24.365000,20.024561,0
2017-05-30,24.365000,24.365000,24.365000,24.365000,20.024561,0
2017-05-31,24.611666,24.611666,24.611666,24.611666,20.227283,1200
2017-06-01,24.611666,24.611666,24.611666,24.611666,20.227283,0
2017-06-02,24.611666,24.611666,24.611666,24.611666,20.227283,0
2017-06-05,24.611666,24.611666,24.611666,24.611666,20.227283,0
2017-06-06,25.133333,25.133333,25.133333,25.133333,20.656021,9000
2017-06-07,25.133333,25.133333,25.133333,25.133333,20.656021,0
2017-06-08,25.133333,25.133333,25.133333,25.133333,20.656021,0
2017-06-09,25.133333,25.133333,25.133333,25.133333,20.656021,0
2017-06-12,25.133333,25.133333,25.133333,25.133333,20.656021,0
2017-06-13,25.133333,25.133333,25.133333,25.133333,20.824310,0
2017-06-14,25.133333,25.133333,25.133333,25.133333,20.824310,0
2017-06-15,25.133333,25.133333,25.133333,25.133333,20.824310,0
2017-06-16,25.133333,25.133333,25.133333,25.133333,20.824310,0
2017-06-19,25.133333,25.133333,25.133333,25.133333,20.824310,0
2017-06-20,25.133333,25.133333,25.133333,25.133333,20.824310,0
2017-06-21,25.110001,25.110001,25.110001,25.110001,20.804976,6000
2017-06-22,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-06-23,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-06-26,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-06-27,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-06-28,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-06-29,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-06-30,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-07-03,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-07-04,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-07-05,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-07-06,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-07-07,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-07-10,25.110001,25.110001,25.110001,25.110001,20.804976,0
2017-07-11,24.008333,24.008333,24.008333,24.008333,19.892191,35400
2017-07-12,24.008333,24.008333,24.008333,24.008333,19.892191,0
2017-07-13,23.821667,23.821667,23.821667,23.821667,19.737524,5400
2017-07-14,23.821667,23.821667,23.821667,23.821667,19.737524,0
2017-07-17,23.821667,23.821667,23.821667,23.821667,19.737524,0
2017-07-18,23.821667,23.821667,23.821667,23.821667,19.737524,0
2017-07-19,23.530001,23.530001,23.530001,23.530001,19.495861,9600
2017-07-20,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-07-21,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-07-24,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-07-25,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-07-26,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-07-27,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-07-28,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-07-31,23.530001,23.530001,23.530001,23.530001,19.495861,0
2017-08-01,23.816666,23.816666,23.795000,23.795000,19.715429,7800
2017-08-02,23.696667,23.696667,23.696667,23.696667,19.633959,3600
2017-08-03,23.696667,23.696667,23.696667,23.696667,19.633959,0
2017-08-04,23.716665,23.716665,23.650000,23.650000,19.595289,13200
2017-08-07,23.650000,23.650000,23.650000,23.650000,19.595289,0
2017-08-08,23.650000,23.650000,23.650000,23.650000,19.595289,0
2017-08-09,23.650000,23.650000,23.650000,23.650000,19.595289,0
2017-08-10,23.959999,23.959999,23.959999,23.959999,19.852142,600
2017-08-11,23.959999,23.959999,23.959999,23.959999,19.852142,0
2017-08-14,23.959999,23.959999,23.959999,23.959999,19.852142,0
2017-08-15,23.959999,23.959999,23.959999,23.959999,19.852142,0
2017-08-16,23.959999,23.959999,23.959999,23.959999,19.852142,0
2017-08-17,23.959999,23.959999,23.959999,23.959999,19.852142,0
2017-08-18,23.959999,23.959999,23.959999,23.959999,19.852142,0
2017-08-21,24.013332,24.013332,24.013332,24.013332,19.896332,1200
2017-08-22,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-08-23,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-08-24,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-08-25,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-08-28,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-08-29,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-08-30,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-08-31,24.013332,24.013332,24.013332,24.013332,19.896332,0
2017-09-01,23.911667,23.911667,23.911667,23.911667,19.812096,600
2017-09-04,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-05,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-06,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-07,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-08,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-11,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-12,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-13,23.911667,23.911667,23.911667,23.911667,19.812096,0
2017-09-14,23.998333,23.998333,23.998333,23.998333,20.046843,600
2017-09-15,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-18,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-19,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-20,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-21,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-22,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-25,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-26,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-27,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-28,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-09-29,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-10-02,23.998333,23.998333,23.998333,23.998333,20.046843,0
2017-10-03,23.681665,23.681665,23.681665,23.681665,19.782326,2400
2017-10-04,23.681665,23.681665,23.681665,23.681665,19.782326,0
2017-10-05,23.681665,23.681665,23.681665,23.681665,19.782326,0
2017-10-06,23.681665,23.681665,23.681665,23.681665,19.782326,0
2017-10-09,24.088333,24.088333,24.088333,24.088333,20.122028,600
2017-10-10,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-11,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-12,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-13,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-16,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-17,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-18,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-19,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-20,24.088333,24.088333,24.088333,24.088333,20.122028,0
2017-10-23,24.816666,24.868334,24.816666,24.868334,20.773596,3600
2017-10-24,24.868334,24.868334,24.868334,24.868334,20.773596,0
2017-10-25,24.868334,24.868334,24.868334,24.868334,20.773596,0
2017-10-26,24.868334,24.868334,24.868334,24.868334,20.773596,0
2017-10-27,24.868334,24.868334,24.868334,24.868334,20.773596,0
2017-10-30,25.025000,25.025000,25.025000,25.025000,20.904469,1800
2017-10-31,25.025000,25.025000,25.025000,25.025000,20.904469,0
2017-11-01,25.049999,25.049999,25.049999,25.049999,20.925350,1200
2017-11-02,25.049999,25.049999,25.049999,25.049999,20.925350,0
2017-11-03,25.049999,25.049999,25.049999,25.049999,20.925350,0
2017-11-06,25.049999,25.049999,25.049999,25.049999,20.925350,0
2017-11-07,25.049999,25.049999,25.049999,25.049999,20.925350,0
2017-11-08,25.049999,25.049999,25.049999,25.049999,20.925350,0
2017-11-09,25.125000,25.125000,25.125000,25.125000,20.988001,1200
2017-11-10,25.125000,25.125000,25.125000,25.125000,20.988001,0
2017-11-13,25.125000,25.125000,25.125000,25.125000,20.988001,0
2017-11-14,25.125000,25.125000,25.125000,25.125000,20.988001,0
2017-11-15,25.125000,25.125000,25.125000,25.125000,20.988001,0
2017-11-16,25.125000,25.125000,25.125000,25.125000,20.988001,0
2017-11-17,25.125000,25.125000,25.125000,25.125000,20.988001,0
2017-11-20,25.125000,25.125000,25.125000,25.125000,20.988001,0
2017-11-21,24.908333,24.908333,24.908333,24.908333,20.807013,600
2017-11-22,24.908333,24.908333,24.908333,24.908333,20.807013,0
2017-11-23,24.908333,24.908333,24.908333,24.908333,20.807013,0
2017-11-24,24.908333,24.908333,24.908333,24.908333,20.807013,0
2017-11-27,24.658333,24.658333,24.658333,24.658333,20.598175,1800
2017-11-28,24.531666,24.531666,24.531666,24.531666,20.492365,2400
2017-11-29,24.440001,24.440001,24.440001,24.440001,20.415791,600
2017-11-30,24.975000,24.975000,24.975000,24.975000,21.038832,600
2017-12-01,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-04,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-05,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-06,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-07,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-08,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-11,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-12,24.975000,24.975000,24.975000,24.975000,21.038832,0
2017-12-13,25.251665,25.251665,25.251665,25.251665,21.271891,600
2017-12-14,25.683332,25.683332,25.683332,25.683332,21.635529,1800
2017-12-15,25.500000,25.500000,25.500000,25.500000,21.481089,600
2017-12-18,25.500000,25.500000,25.500000,25.500000,21.481089,0
2017-12-19,25.549999,25.549999,25.549999,25.549999,21.523209,1200
2017-12-20,25.331667,25.331667,25.331667,25.331667,21.339285,2400
2017-12-21,25.331667,25.331667,25.331667,25.331667,21.339285,0
2017-12-22,25.433332,25.433332,25.433332,25.433332,21.424927,1200
2017-12-25,25.433332,25.433332,25.433332,25.433332,21.424927,0
2017-12-26,25.383333,25.383333,25.383333,25.383333,21.382809,3000
2017-12-27,25.383333,25.383333,25.383333,25.383333,21.382809,0
2017-12-28,25.286667,25.286667,25.286667,25.286667,21.301382,1800
2017-12-29,25.286667,25.286667,25.286667,25.286667,21.301382,0
2018-01-02,24.916666,24.916666,24.916666,24.916666,20.989691,3000
2018-01-03,24.750000,24.750000,24.750000,24.750000,20.849291,3600
2018-01-04,24.900000,24.900000,24.900000,24.900000,20.975653,1800
2018-01-05,24.910000,24.910000,24.750000,24.750000,20.849291,7800
2018-01-08,24.900000,24.900000,24.900000,24.900000,20.975653,1200
2018-01-09,25.150000,25.150000,25.150000,25.150000,21.186253,600
2018-01-10,25.150000,25.150000,25.150000,25.150000,21.186253,0
2018-01-11,24.823334,24.823334,24.766666,24.766666,20.863331,4200
2018-01-12,24.766666,24.766666,24.766666,24.766666,20.863331,1200
2018-01-15,24.766666,24.766666,24.766666,24.766666,20.863331,0
2018-01-16,24.766666,24.766666,24.766666,24.766666,20.863331,0
2018-01-17,25.223333,25.223333,25.223333,25.223333,21.248030,4200
2018-01-18,25.133333,25.133333,25.133333,25.133333,21.172213,600
2018-01-19,25.133333,25.133333,25.133333,25.133333,21.172213,0
2018-01-22,25.299999,25.299999,25.299999,25.299999,21.312613,2400
2018-01-23,25.299999,25.299999,25.299999,25.299999,21.312613,0
2018-01-24,25.461666,25.461666,25.366667,25.366667,21.368769,4800
2018-01-25,25.366667,25.366667,25.366667,25.366667,21.368769,0
2018-01-26,25.433332,25.433332,25.433332,25.433332,21.424927,1200
2018-01-29,25.308332,25.366667,25.308332,25.366667,21.368769,7800
2018-01-30,25.295000,25.388332,25.295000,25.388332,21.387028,1200
2018-01-31,25.350000,25.350000,25.350000,25.350000,21.354729,2400
2018-02-01,25.206667,25.206667,25.206667,25.206667,21.233986,600
2018-02-02,25.316666,25.316666,25.316666,25.316666,21.326654,1200
2018-02-05,24.950001,24.983334,24.950001,24.983334,21.045847,9000
2018-02-06,23.799999,23.799999,23.799999,23.799999,20.049017,600
2018-02-07,23.799999,23.799999,23.799999,23.799999,20.049017,0
2018-02-08,24.150000,24.150000,24.105000,24.105000,20.305948,14400
2018-02-09,23.483334,23.483334,23.483334,23.483334,19.782257,1200
2018-02-14,23.850000,23.850000,23.850000,23.850000,20.091137,1800
2018-02-15,23.920000,23.920000,23.920000,23.920000,20.150103,26400
2018-02-16,24.341665,24.341665,24.341665,24.341665,20.505312,39600
2018-02-19,24.341665,24.341665,24.341665,24.341665,20.505312,0
2018-02-20,24.016666,24.138332,24.016666,24.138332,20.334024,16200
